Id,L0_S5_F116,L3_S36_F3934,L1_S25_F2530,L3_S30_F3504,L2_S26_F3062,L1_S24_F1036,L1_S25_F2061,L1_S25_F2662,L3_S44_F4118,L1_S25_F2144,L1_S24_F1411,L1_S24_F1467,L1_S25_F2712,L0_S19_F459,L3_S37_F3946,L1_S25_F2990,L1_S24_F808,L1_S25_F2747,L3_S29_F3367,L1_S25_F2466,L1_S25_F2749,L1_S24_F1520,L3_S30_F3609,L1_S24_F829,L0_S3_F88,L1_S25_F2545,L1_S24_F790,L1_S25_F2682,L1_S25_F2504,L1_S24_F1426,L0_S15_F394,L1_S25_F2842,L0_S21_F517,L1_S24_F1068,L1_S25_F2096,L1_S25_F2808,L0_S0_F4,L1_S24_F1235,L0_S17_F433,L3_S41_F4002,L3_S30_F3579,L1_S25_F2176,L3_S35_F3884,L1_S24_F844,L2_S28_F3259,L3_S29_F3479,L0_S11_F294,L1_S24_F897,L1_S25_F2594,L0_S12_F338,Response
1391,276.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,-228.0,,,,-0.16,,0.0,,,,,,,,,,,,-0.197,,,,0.013,,,,,16.0,,,,,0
1392,276.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,-228.0,,,,-0.16,,0.0,,,,,,,,,,,,-0.197,,,,0.013,,,,,16.0,,,,,0
1406,,,,5.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,-161.0,,,,,,0.0,,,149.0,,,,,0
1407,,,,3.0,,,,,,,,,,,0.0,,,,-91.0,,,,,,,,,,,,,,,,,,348.0,,,,,,0.0,,,,0.02,,,,0
1410,,0.0,,4.0,61.0,,,,,-0.093,,,,,0.0,,,,12.0,,,,47.0,,,,,,,,,,,,0.028,,,,,,-0.018000000000000002,0.044,,,,-302.0,,,,,0
1411,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-228.0,,,,,,,,,,,,,,,,,,-161.0,,,,,,,,,125.0,,,,,0
1412,-69.0,,,3.0,,,,,,,,,,,0.0,,,,0.056,,,,,,0.0,,,,,,,,,,,,312.0,,,,,,0.0,,,114.0,,,,,0
1414,-69.0,,,3.0,,,,,,,,,,,0.0,,,,0.056,,,,,,0.0,,,,,,,,,,,,312.0,,,,,,0.0,,,114.0,,,,,0
1415,,0.0,,-3.0,,,,,,,,,,,0.0,,,,42.0,,,,-0.059,,,,,,,,,,,,,,,,,,-0.018000000000000002,,,,,55.0,,,,2.0,0
1419,-61.0,,,-5.0,,,,,,,,,,,0.0,,,,42.0,,,,-43.0,,0.0,,,,,,,,,,,,-0.197,,,,0.013,,0.0,,,-47.0,-0.093,,,,0
1421,,,,3.0,,,,,,,,,,,0.0,,,,0.056,,,,,,,,,,,,12.0,,61.0,,,,,,,,,,0.0,,,78.0,,,,2.0,0
1423,-15.0,,,-4.0,,,,,,,,,,,0.0,,,,-0.108,,,,,,0.0,,,,,,,,,,,,-0.197,,,,,,0.0,,,133.0,,,,,0
1425,,,,-3.0,,,,,,,,,,134.0,0.0,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-35.0,,,,-109.0,0
1426,,,,-4.0,,,,,,,,,,,0.0,,,,-146.0,,,,-49.0,,0.0,,,,,,,,,,,,-379.0,,,,-0.108,,0.0,,,-102.0,,,,,0
1429,162.0,,,2.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,-0.197,,,,,,0.0,,,47.0,,,,,0
1432,-0.13699999999999998,,,-3.0,0.006999999999999999,,,,,,,,,,0.0,,,,-85.0,,,,-0.02,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,-0.018000000000000002,,0.0,,,-8.0,,,,,0
1438,,0.0,,2.0,,,,,,,,,,,0.0,,,,38.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,,,,-78.0,8.0,,,,0
1442,,,,0.0,,,,,,,,,,172.0,0.0,,,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,-53.0,0
1445,,,,2.0,,,,,,,,,,,0.0,,,,-163.0,,,,,,,,,,,,,,,,,,3.0,,,,,,0.0,,,71.0,,,,,0
1446,,0.0,,3.0,,,,,,,,,,,0.0,,,,-146.0,,,,-0.059,,,,,,,,,,,,,,294.0,,,,73.0,,,,,-86.0,,,,,0
1447,,,,-5.0,0.02,,,,,,,,,,0.0,,,,23.0,,,-0.01,-95.0,,,,,,,,,,,,,,,,,,-0.108,,0.0,,,-16.0,,,,,0
1450,,,,-4.0,,,,,,,,,,,0.0,,,,0.056,,,,,,,,,,,,0.112,,-16.0,,,,,,0.103,,,,0.0,,,67.0,,,,2.0,0
1451,,0.0,,3.0,32.0,,,,,,511.0,-0.119,,,0.0,,,,-163.0,,,,,,,,,,,0.006999999999999999,,,,,,,,-19.0,,,,,,,,-39.0,,,,,0
1453,,0.0,,3.0,,,,,,,,,,,0.0,,,,-0.029,,,,0.16399999999999998,,,,,,,,,,,,,,,,,,0.16399999999999998,,,,,-0.02,,,,0.058,0
1454,0.03,,,-3.0,,,,,,,,,,,0.0,,,,177.0,,,,-0.103,,0.0,,,,,,,,,,,,0.33,,,,225.0,,0.0,,,-67.0,,,,,0
1455,,0.0,,-3.0,77.0,,,,,0.08800000000000001,,,,,0.0,,,,-207.0,,,,0.05,,,,,,,,,,,,0.028,,,,,,43.0,-0.009000000000000001,,,,-35.0,,,,,0
1456,,0.0,,-5.0,,,,,,,,,,,0.0,,,,42.0,,,,-0.093,,,,,,,,,,,,,,0.33,,,,0.013,,,,,-51.0,,,,,0
1461,0.334,,,4.0,,,,,,,,,,,0.0,,,,-193.0,,,,45.0,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,-0.108,,0.0,,,86.0,0.022,,,,0
1463,,,23.0,8.0,5.0,,,,,,,,-0.026,,0.0,,,-395.0,-163.0,,122.0,,,,,0.18600000000000005,,,-268.0,,,,,,,,,,,,,,0.0,,,51.0,,,,,0
1464,,0.0,,4.0,,,,,,,,,,0.014,0.0,,,,0.34,,,,258.0,,,,,,,,12.0,,,,,,,,,,-78.0,,,,,43.0,,,,0.058,0
1468,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.23,,,,66.0,,,,,,,,,,,,,,,,,,134.0,,,,,114.0,,,,2.0,0
1473,307.0,,,3.0,,,,,,,,,,,0.0,,,,-0.13699999999999998,,,,-5.0,,,,,,,,,,,,,,276.0,,,,255.0,,0.0,,,39.0,-0.08199999999999999,,,,0
1476,0.23,,,-5.0,,,,,,,,,,,0.0,,,,121.0,,,,-0.07200000000000001,,0.0,,,,,,,,,,,,-215.0,,,,-0.018000000000000002,,0.0,,,-63.0,-87.0,,,,0
1481,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.13699999999999998,,,,-0.116,,0.0,,,,,,,,,,,,-161.0,,,,43.0,,,,,12.0,,,,,0
1482,,,,-4.0,,,,,,,,,,-0.052000000000000005,0.0,,,,0.26,,,,,,,,,,,,12.0,,-0.018000000000000002,,,,,,-0.16699999999999998,,,,0.0,,,0.059,,,,-109.0,0
1483,,,,-2.0,46.0,,,,,,,,,,0.0,,,,-193.0,,,0.029,-0.02,,,,,,,,,,,,,,,,,,-48.0,,0.0,,,-12.0,,,,,0
1487,126.0,0.0,,4.0,,,,,,,,,,,0.0,,,,-207.0,,,,-12.0,,,,,,,,,,,,,,294.0,,,,-78.0,,,,,-24.0,-61.0,,,,0
1492,-0.14400000000000002,1.0,,0.0,,,,,,,,,,,0.0,,,,165.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,-12.0,4.0,,,,0
1493,,0.0,,0.009000000000000001,,,,,,,,,,,0.0,,,,-85.0,,,,-85.0,,0.0,,,,,,,,,,,,-15.0,,,,0.16399999999999998,,,,,47.0,-127.0,,,,0
1499,-32.0,,,-5.0,,,,,,,,,,,0.0,,,,-0.097,,,,0.123,,0.0,,,,,,,,,,,,312.0,,,,0.013,,0.0,,,-0.027000000000000003,-0.118,,,,0
1500,,,,1.0,,,,,,,,,,,0.0,,,,0.26,,,,,,,,,,,,12.0,,-12.0,,,,,,177.0,,,,0.0,,,0.059,,,,2.0,0
1502,,,,,,,,,,,,,,-34.0,,,,,,,,,,,,,,,,,12.0,,25.0,,,,,,,0.0,,,,,,,,,,0.058,0
1503,0.14400000000000002,0.0,,-3.0,,,,,,,,,,,0.0,,,,0.04,,,,,,0.0,,,,,,,,,,,,-233.0,,,,,,,,,86.0,,,,,0
1506,0.009000000000000001,0.0,,-2.0,,,,,,,,,,,0.0,,,,275.0,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,,,,35.0,,,,,0
1508,,,,-2.0,,,,,,,,,,,0.0,,,,165.0,,,,,,0.0,,,,,,,,,,,,-161.0,,,,,,0.0,,,-35.0,0.041,,,,0
1511,,,,1.0,0.117,,,,,,,,,,0.0,,,,23.0,,,23.0,66.0,,,,,,,,,,,,,,,,,,0.013,,0.0,,,35.0,,,,,0
1513,,,,-3.0,,,,,,,,,,,0.0,,,,0.15,,,-21.0,-5.0,,,,,,,,,,,,,,,,,,73.0,,0.0,,,-75.0,,,,,0
1516,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.052000000000000005,,,0.0,,,,,,,,,,,0
1517,-0.18,0.0,,1.0,,,,,,,,,,,0.0,,,,-66.0,,,,1.0,,,,,,,,,,,,,,312.0,,,,-0.018000000000000002,,,,,31.0,,,,,0
1520,,0.0,,-1.0,,,,,,,,,,,0.0,,,,-0.097,,,,71.0,,,,,,,,,,,,,,-15.0,,,,-78.0,,,,,0.059,,,,,0
1521,-0.093,0.0,,1.0,,,,,,,,,,,0.0,,,,-146.0,,,,-25.0,,0.0,,,,,,,,,,,,312.0,,,,-78.0,,,,,-43.0,,,,,0
1526,-0.12,,,1.0,,,,,,,,,,,0.0,,,,-146.0,,,,-12.0,,,,,,,,,,,,,,312.0,,,,-0.108,,0.0,,,-102.0,,,,,0
1538,,,,0.0,,,,,,,,,,0.03,0.0,,,,258.0,,,,79.0,,,,,,,,,,,,,,,,,,43.0,,0.0,,,-71.0,,,,225.0,0
1539,,0.0,,0.0,,,,,,,,,,-8.0,0.0,,,,-207.0,,,,0.027000000000000003,,,,,,,,12.0,,0.027000000000000003,,,,,,98.0,,-139.0,,,,,51.0,,,,-53.0,0
1541,204.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,42.0,,,,-2.0,,0.0,,,,,,,,,,,,0.33,,,,0.104,,,,,-71.0,0.044,,,,0
1542,,0.0,,6.0,,,,,,,,,,,0.0,,,,-0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,0
1544,,0.0,,4.0,,,,,,,,,,,0.0,,,,285.0,,,,66.0,,0.0,,,,,,,,,,,,-179.0,,,,-48.0,,,,,4.0,-0.08199999999999999,,,,0
1545,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.108,,,,,,,,,,,,,,,,,,-215.0,,,,,,,,,0.13699999999999998,-1.0,,,,0
1546,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-228.0,,,,-0.056,,0.0,,,,,,,,,,,,-0.197,,,,-0.018000000000000002,,,,,0.059,,,,,0
1548,,,,0.006999999999999999,,,,,,,,133.0,,,0.0,,,,131.0,,,,8.0,,,,,,,,,,,,,,,0.08800000000000001,,,-78.0,,0.0,,,-0.027000000000000003,,,,,0
1549,-6.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-15.0,,,0.0,,,,,,,-213.0,,,,0
1550,-0.181,0.0,,1.0,,,,,,,,,,,0.0,,,,285.0,,,,1.0,,,,,,,,,,,,,,-15.0,,,,73.0,,,,,-0.059,-142.0,,,,0
1552,,,,6.0,42.0,,,,,,,,,,0.0,,,,-207.0,,,,-0.103,,,,,,,,,,,,,,,,0.202,,-48.0,,0.0,,,-0.02,,,,2.0,0
1553,,0.0,,3.0,,,,,,,,,,,0.0,,,,-0.108,,,,,,0.0,,,,,,,,,,,,-233.0,,,,,,,,,16.0,,,,,0
1555,,,,-3.0,113.0,,,,,,,,,,0.0,,,,-193.0,,,0.17,214.0,,,,,,,,,,,,,,,,,,225.0,,0.0,,,55.0,,,,,0
1557,,,,0.0,16.0,-0.14300000000000002,,,,,,,,,0.0,,-172.0,,23.0,,,,-95.0,,,,-19.0,,,,,,,-61.0,,,,,,,195.0,,0.0,,,-0.027000000000000003,,,,,0
1558,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.23,,,,68.0,,0.0,,,,,,,,,,,,0.33,,,,-0.16899999999999998,,,,,0.02,-0.1,,,,0
1560,0.27,,,-2.0,,,,,,,,,,,0.0,,,,131.0,,,,79.0,,0.0,,,,,,,,,,,,-179.0,,,,195.0,,0.0,,,35.0,-81.0,,,,0
1561,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-207.0,,,,0.211,,,,,,,,,,,,,,312.0,,,,43.0,,,,,0.027000000000000003,,,,,0
1563,,,,0.0,,,,,,,,,,,0.0,,,,78.0,,,,-62.0,,,,,,,,,,-12.0,,,,,,-31.0,,-139.0,,0.0,,,125.0,,,,0.058,0
1566,,,,0.0,,,,,,,,,,,0.0,,-0.08199999999999999,,0.34,,,,-46.0,-0.028,,,-19.0,,,,,,,-0.181,,,,,,,-78.0,,0.0,371.0,,-35.0,,-2.0,,,0
1579,6.0,0.0,,3.0,,,,,,,,,,,0.0,,,,165.0,,,,,,,,,,,,,,,,,,-0.197,,,,,,,,,102.0,149.0,,,,0
1586,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.118,,,,,,0.0,,,,,,,,,,,,-33.0,,,,,,,,,43.0,,,,,0
1588,312.0,0.0,,0.0,,,,,,,,,,,0.0,,,,-0.029,,,,-0.01,,0.0,,,,,,,,,,,,-179.0,,,,0.104,,,,,8.0,-57.0,,,,0
1589,,0.0,,5.0,,,,,,,,,,-79.0,0.0,,,,0.04,,,,,,,,,,,,,,,,,,,,-193.0,,,,,,,75.0,,,,-53.0,0
1590,304.0,0.0,,-5.0,-57.0,,,,,,,,,,0.0,,,,-85.0,,,,-0.093,,,,,,,,,,,,,,0.33,,,,-48.0,,,,,-4.0,,,,,0
1595,,,,4.0,,,,,,,,,,,0.0,,,,285.0,,,,55.0,,0.0,,,,,,,,,,,,-215.0,,,,-48.0,,0.0,,,-55.0,,,,,0
1597,,,,0.0,,,,,,,,,,,0.0,,,,275.0,,,,,,0.0,,,,,,,,,,,,-15.0,,,,,,0.0,,,75.0,,,,,0
1598,,,,0.0,,,,,,,,,,,0.0,,,,275.0,,,,,,0.0,,,,,,,,,,,,-15.0,,,,,,0.0,,,75.0,,,,,0
1599,,,,0.0,,,,,,,,,,,0.0,,,,275.0,,,,,,0.0,,,,,,,,,,,,-15.0,,,,,,0.0,,,75.0,,,,,0
1600,,0.0,,3.0,,,,,,,,,,,0.0,,,,275.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,12.0,,,,,0
1601,,,,3.0,,,,,,,,,,,0.0,,,,-71.0,,,,,,,,,,,,,,,,,,-15.0,,,,,,0.0,,,,,,,,0
1603,,,,0.0,,,,,,,,,,,0.0,,,,12.0,,,,-0.07200000000000001,,,,,,,,-0.08800000000000001,,,,,,,,,,-0.108,,0.0,,,-35.0,,,,0.058,0
1604,,,,0.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,0.09,,,,-53.0,0
1606,-75.0,0.0,,0.0,,,,,,,,,,,0.0,,,,285.0,,,,86.0,,,,,,,,,,,,,,-179.0,,,,-78.0,,,,,-0.059,,,,,0
1609,,0.0,,-3.0,,,,,,,,,,,0.0,,,,12.0,,,,79.0,,,,,,,,,,0.014,,,,,,149.0,,528.0,,,,,4.0,,,,113.0,0
1611,,0.0,,1.0,,,,,,,,,,,0.0,,,,285.0,,,,-0.028,,,,,,,,,,,,,,312.0,,,,43.0,,,,,-71.0,,,,,0
1612,,,,-5.0,,,,,,,,,,,0.0,,,,23.0,,,,86.0,,0.0,,,,,,,,,,,,3.0,,,,-78.0,,0.0,,,-12.0,,,,,0
1614,,,,0.0,-0.112,,,,,,,,,,0.0,,,,-0.097,,,145.0,157.0,,,,,,,,,,,,,,,,,,-0.108,,0.0,,,-55.0,,,,,0
1615,,0.0,,0.0,-0.07400000000000001,,,,,,,,,,0.0,,,,-207.0,,,-0.108,-77.0,,,,,,,,,,,,,,,,,,0.013,,,,,-55.0,,,,,0
1616,,,,1.0,,,,,,,,,,-31.0,0.0,,,,-174.0,,,,0.029,,,,,,,,12.0,,,,,,,,,,43.0,,0.0,,,-75.0,,,,-109.0,0
1617,,0.0,,3.0,,,,,,,,,,-0.037000000000000005,0.0,,,,-174.0,,,,55.0,,0.0,,,,,,,,,,,,-179.0,,-0.006999999999999999,,-48.0,,,,,-55.0,,,,2.0,0
1618,,,,-4.0,,,,,,,,,,,0.0,,,,0.112,,,,,,,,,,,,,,,,,,,,-84.0,,,,0.0,,,94.0,,,,-53.0,0
1619,-4.0,,,-1.0,,,,,,,,,,,0.0,,,,12.0,,,,157.0,,,,,,,,,,,,,,-15.0,,,,-0.108,,0.0,,,-43.0,-0.116,,,,0
1620,-15.0,,,-3.0,,,,,,,,,,,0.0,,,,-163.0,,,,,,,,,,,,,,,,,,-179.0,,,,,,0.0,,,55.0,,,,,0
1623,,,,0.0,,,,,,,,,,,0.0,,,,-193.0,,,,1.0,,,,,,,,,,-16.0,,,,,,69.0,,-0.16899999999999998,,0.0,,,-16.0,,,,-53.0,0
1624,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-207.0,,,,0.208,,0.0,,,,,,,,,,,,312.0,,,,255.0,,,,,-47.0,,,,,0
1625,0.32299999999999995,0.0,,-5.0,,,,,,,,,,,0.0,,,,0.18600000000000005,,,,-0.041,,,,,,,,,,,,,,0.33,,,,-0.108,,,,,8.0,-147.0,,,,0
1627,,,,0.0,,,,,,,,,,0.022,0.0,,,,-85.0,,,,63.0,,,,,,,,,,-79.0,,,,,,,,0.013,,0.0,,,-16.0,,,,-53.0,0
1628,94.0,,,-3.0,,,,,,,,,,,0.0,,,,0.34,,,,193.0,,,,,,,,,,,,,,312.0,,,,134.0,,0.0,,,-47.0,-84.0,,,,0
1629,-0.07200000000000001,,,0.0,,,,,,,,,,,0.0,,,,366.0,,,,-0.054000000000000006,,,,,,,,,,,,,,0.33,,,,-0.018000000000000002,,0.0,,,-63.0,0.14,,,,0
1630,,,,-5.0,,,,,,,,,,,0.0,,,,0.15,,,,66.0,,,,,,,,,,,,,,312.0,,,,43.0,,0.0,,,31.0,,,,,0
1631,,0.0,,0.0,,,,,,,,,,,0.0,,,,-0.097,,,,42.0,,0.0,,,,,,,,,,,,3.0,,,,-139.0,,,,,0.0,,,,,0
1633,,0.0,,0.0,,,-155.0,,,-31.0,,,,,0.0,,,,0.23,,,,81.0,,,,,,,,,,,,,,,,,,-0.199,-223.0,,,,43.0,,,,,0
1634,-0.006999999999999999,,,3.0,,,,,,,,,,,0.0,,,,-0.097,,,,8.0,,,,,,,,,,,,,,-0.052000000000000005,,,,-0.018000000000000002,,0.0,,,-16.0,,,,,0
1635,,,,0.0,,,,,,,,,,,0.0,,,,-146.0,,,,8.0,,0.0,,,,,,,,,,,,-179.0,,,,-139.0,,0.0,,,-0.059,,,,,0
1640,-62.0,,,1.0,,,,,,,,,,,0.0,,,,285.0,,,,-95.0,,0.0,,,,,,,,,,,,-361.0,,,,-0.108,,0.0,,,-98.0,,,,,0
1641,,0.0,,-3.0,,,,,,,,,,,0.0,,,,0.23,,,,0.11,,,,,,,,,,,,,,294.0,,,,195.0,,,,,-4.0,,,,,0
1642,,0.0,78.0,0.0,,,,,,,,,,,0.0,,,-0.07400000000000001,-207.0,,134.0,,-12.0,,,132.0,,0.01,15.0,,,,,,,,,,,,73.0,,,,,-78.0,,,,,0
1643,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.044,,,,,,,,,,,,,,,,,,-15.0,,,,,,,,,71.0,0.08,,,,0
1644,-154.0,0.0,,-4.0,,,,,,,,,,,0.0,,,,0.14800000000000002,,,,,,,,,,,,,,,,,,-179.0,,,,,,,,,-31.0,,,,,0
1645,,,,0.0,,,,,,,,,,-12.0,0.0,,,,-0.029,,,,-0.054000000000000006,,,,,,,,12.0,,,,,,,,55.0,,-0.018000000000000002,,0.0,,,98.0,,,,2.0,0
1649,,,,-3.0,51.0,,,,,,115.0,166.0,,,0.0,,,,0.21,,,,,,,,,,,0.011,,,,,,,,,,,,,-1.0,,,35.0,,,,,0
1650,,,,-3.0,51.0,,,,,,115.0,166.0,,,0.0,,,,0.21,,,,,,,,,,,0.011,,,,,,,,,,,,,-1.0,,,35.0,,,,,0
1652,,,,3.0,71.0,,,,,,,,,,0.0,,,,-0.097,,,-0.14300000000000002,0.058,,,,,,,,,,,,,,,,,,285.0,,0.0,,,-0.027000000000000003,,,,,0
1653,,,,-3.0,,,,,,,,,,,0.0,,,,0.14800000000000002,,,,,,,,,,,,,,,,,,-0.197,,,,,,0.0,,,-47.0,-0.018000000000000002,,,,0
1655,,1.0,,-1.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,2.0,0
1656,,0.0,,4.0,,,,,,,,,,-19.0,0.0,,,,-0.097,,,,0.058,,,,,,,,,,,,,,,,,,-48.0,,,,,-0.02,,,,2.0,0
1660,,,,1.0,,,,,,,,,,,0.0,,,,-66.0,,,1.0,8.0,,,,,,,,,,,,,,,,,,195.0,,0.0,,,-67.0,,,,,0
1661,,,,3.0,,,,,,,,,,,0.0,,134.0,,121.0,,,,42.0,,,,-19.0,,,,,,,-344.0,,,,,,,-0.018000000000000002,,0.0,,,-8.0,,,,,0
1663,,,,3.0,,,,,,,,,,-0.08800000000000001,0.0,,,,-0.18,,,,,,,,,,,,-0.08800000000000001,,-39.0,,,,,,0.026,,,,0.0,,,0.08199999999999999,,,,-0.16399999999999998,0
1666,0.202,,,-5.0,,,,,,,,,,,0.0,,,,-0.118,,,,-0.116,,,,,,,,,,,,,,-215.0,,,,-139.0,,0.0,,,35.0,,,,,0
1669,-168.0,0.0,,2.0,,,,,,,,,,,0.0,,,,165.0,,,,,,,,,,,,,,,,,,-0.052000000000000005,,,,,,,,,102.0,,,,,0
1671,,,,4.0,,,,,,,,,,-0.39,0.0,,,,-146.0,,,,-0.093,,,,,,,,,,,,,,,,-278.0,,73.0,,0.0,,,-55.0,,,,113.0,0
1672,,,,,,,,,107.0,,,,,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,185.0,0.0,,,,,,,,,,-109.0,0
1675,,0.0,,0.0,25.0,98.0,,,,,,,,,0.0,,-83.0,,0.34,,,,-0.041,0.02,,,-19.0,,,,,,,0.02,,,,,,,43.0,,,-0.056,,-8.0,,-46.0,,,0
1677,-193.0,0.0,,-2.0,,,,,,,,,,,0.0,,,,165.0,,,,,,,,,,,,,,,,,,-0.197,,,,,,,,,0.09,,,,,0
1679,,0.0,,-4.0,,,,,,,,,,-57.0,0.0,,,,165.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,94.0,,,,-53.0,0
1681,31.0,,,-2.0,,,,,,,,,,,0.0,,,,12.0,,,,-0.08,,0.0,,,,,,,,,,,,0.33,,,,-0.108,,0.0,,,-0.02,,,,,0
1685,,0.0,,4.0,127.0,,,,,,,,,,0.0,,,,-193.0,,,-91.0,0.227,,,,,,,,,,,,,,,,,,285.0,,,,,0.027000000000000003,,,,,0
1690,,,,1.0,,,,,,,,,,,0.0,,,,-0.097,,,,0.027000000000000003,,,,,,,,,,,,,,-33.0,,,,225.0,,0.0,,,-47.0,,,,,0
1691,,0.0,,4.0,-113.0,,,,,43.0,,,,,0.0,,,,-207.0,,,,0.16699999999999998,,,,,,,,,,,,34.0,,,,,,0.104,-249.0,,,,-47.0,,,,,0
1693,,0.0,,4.0,,,,,,,,,,,0.0,,,,0.238,,,,182.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.26,,,,,-35.0,-6.0,,,,0
1695,,,,-4.0,,,,,,,,,,,0.0,,,,0.37,,,,,,0.0,,,,,,,,,,,,-33.0,,,,,,0.0,,,78.0,,,,,0
1697,,,,-5.0,76.0,,,,,0.036000000000000004,,,,,0.0,,,,0.23,,,,-0.02,,,,,,,,,,,,6.0,,,,,,73.0,-71.0,0.0,,,12.0,,,,,0
1698,-43.0,0.0,,1.0,0.011,,,,,,,,,,0.0,,,,23.0,,,,-0.041,,,,,,,,,,,,,,-15.0,,,,-78.0,,,,,-24.0,-77.0,,,,0
1700,154.0,0.0,,-2.0,,,,,,,,,,,0.0,,,,-0.16,,,,,,,,,,,,,,,,,,385.0,,,,,,,,,,,,,,0
1701,0.014,0.0,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,-5.0,,,,,,,,,,,,,,-179.0,,,,-48.0,,,,,-0.059,-94.0,,,,0
1702,,,,-5.0,,,,,,,,,,141.0,0.0,,,,0.04,,,,,,,,,,,,12.0,,,,,,,,-23.0,,,,0.0,,,0.059,,,,-0.16399999999999998,0
1703,,,,-3.0,,,,,,,,,,,0.0,,,,0.21,,,,,,0.0,,,,,,,,,,,,-0.197,,,,,,0.0,,,106.0,,,,,0
1704,,,,3.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,-0.08800000000000001,,,,,,,,,,,,0.0,,,-8.0,,,,2.0,0
1705,,0.0,,4.0,-31.0,,,,,,,-174.0,,,0.0,,,,23.0,,,,-158.0,,,,,,,,,,,,,,,,,,-0.16899999999999998,,,,,-0.02,,,,,0
1707,,,,6.0,,,,,,,,,,,0.0,,249.0,,12.0,,,,188.0,-0.011,,,33.0,,,,,,,-163.0,,,,,,,-0.108,,0.0,-0.07200000000000001,,-51.0,,55.0,,,0
1708,,,,1.0,,,,,,,,,,,0.0,,,,121.0,,,,-31.0,,0.0,,,,,,,,,,,,-179.0,,,,-48.0,,0.0,,,-71.0,-51.0,,,,0
1709,,0.0,,-5.0,,,,,,,,,,129.0,0.0,,,,0.26,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,-109.0,0
1712,,,,2.0,,,,,,,,,,-77.0,0.0,,,,-182.0,,,,,,,,,,,,12.0,,,,,,,,-0.238,,,,0.0,,,-75.0,,,,-109.0,0
1714,,,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,,-46.0,,0.0,,,,,,,,,,,,-179.0,,,,134.0,,0.0,,,0.027000000000000003,16.0,,,,0
1715,-48.0,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.118,,,,,,0.0,,,,,,,,,,,,-0.197,,,,,,,,,16.0,,,,,0
1716,,,,3.0,0.08900000000000001,,,,,62.0,,,,,0.0,,,,0.34,,,,-0.02,,,,,,,,,,,,-0.011,,,,,,-0.108,-0.093,0.0,,,-0.02,,,,,0
1720,-53.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,-71.0,,,,,,0.0,,,,,,,,,,,,0.3670000000000001,,,,,,,,,,,,,,0
1723,0.16,0.0,,-5.0,,,,,,,,,,,0.0,,,,258.0,,,,0.06,,0.0,,,,,,,,,,,,0.33,,,,-48.0,,,,,-47.0,-12.0,,,,0
1724,247.0,,,-5.0,,,,,,,,,,,0.0,,,,0.18600000000000005,,,,-0.028,,0.0,,,,,,,,,,,,294.0,,,,-0.018000000000000002,,0.0,,,-4.0,,,,,0
1725,,0.0,,-1.0,0.123,,,,,,,,,,0.0,,,,-0.18,,,,,,,,,,,,,,,,,,-15.0,,,,,,,,,55.0,,,,,0
1726,,0.0,,-1.0,0.123,,,,,,,,,,0.0,,,,-0.18,,,,,,,,,,,,,,,,,,-15.0,,,,,,,,,55.0,,,,,0
